description,calories,protein,carbs,fat
"McDONALD'S, Fruit 'n Yogurt Parfait (without granola) with Oat milk and Cake or cupcake, carrot with Nuts, walnuts, glazed",651.5,8.4,93.5,28.1
"Nutritional drink or shake, high protein, light, ready-to-drink, NFS with Banana pudding and Fruit salad, including citrus fruits, with marshmallows",691.0,13.8,84.9,33.6
"Fish timbale or mousse with Potato chips, popped, NFS and Fruit salad, excluding citrus fruits, with pudding",1064.0,24.5,128.2,50.2
"Yogurt, Greek, plain, nonfat with Cookie, oatmeal sandwich, with creme filling and Carrots, raw",732.5,20.2,98.6,28.2
"Egg custards, dry mix with Cereal or granola bar (Quaker Chewy Granola Bar) and Bean cake with Cookie, peanut butter",1727.0,26.0,288.1,59.4
"Yogurt, Greek, Blueberry, CHOBANI with Pie fillings, apple, canned and Cake or cupcake, carrot",1518.5,13.5,110.2,18.0
"Yogurt, Greek, plain, nonfat with Cookie, oatmeal, with chocolate chips and Cake or cupcake, carrot",1151.0,26.5,158.6,49.5
"Chicken, ground, crumbles, cooked, pan-browned with Sherbet, orange and Cake, pudding-type, carrot, dry mix with Almond milk, chocolate",1608.0,41.8,125.9,29.3
"Nutritional drink or shake, high protein, ready-to-drink (Slim Fast) with Apple, dried and Carrot, dehydrated",797.0,19.4,179.7,7.0
"Nutritional drink or shake, high protein, ready-to-drink, NFS with Cookies, oatmeal sandwich, with creme filling and Fruit salad, excluding citrus fruits, with salad dressing or mayonnaise with Cookie, peanut butter, sugar free",1014.0,17.1,105.8,57.9
"Turkey, ground, fat free, pan-broiled crumbles with Cereal, rice crispy, plain and Fruit salad, excluding citrus fruits, with pudding with Almond milk, chocolate",907.0,59.9,138.9,12.5
"Ramen bowl with beef with Bananas, dehydrated, or banana powder and Cake, pudding-type, carrot, dry mix with Almond milk, chocolate",1146.0,21.2,235.9,20.5
"Burrito bowl, chicken with Pie, blueberry and Bean cake with Cake, pound, commercially prepared, other than all butter, enriched",1163.8,42.4,115.1,59.5
"Nutritional drink or shake, high protein, ready-to-drink (Slim Fast) with Banana, raw and Bean cake",651.0,16.8,85.2,26.9
"Ramen bowl with beef with Cookies, oatmeal sandwich, with creme filling and Carrots, glazed, cooked",899.5,15.0,123.8,38.0
"Nutritional drink or shake, high protein, light, ready-to-drink, NFS with Cereal or granola bar (Quaker Chewy Granola Bar) and Gelatin salad with vegetables with Cookie, butterscotch, brownie",955.8,18.7,154.8,35.4
"Nutritional drink or shake, high protein, light, ready-to-drink, NFS with Sherbet, orange and Burrito bowl, with beans with Cake, pound, commercially prepared, other than all butter, enriched",1297.3,18.5,96.7,17.2
"Frozen yogurts, chocolate with Apple, candied and Fruit salad, including citrus fruits, with marshmallows with Nuts, walnuts, glazed",1340.5,9.6,100.9,33.1
"Nutritional drink or shake, high protein, ready-to-drink, NFS with Pie, banana cream and Bean cake",931.5,19.3,99.7,50.7
"Nutritional drink or shake, high protein, ready-to-drink, NFS with Cake or cupcake, apple and Burrito bowl, with beans",784.5,21.5,97.4,34.7
"Nutritional drink or shake, high protein, ready-to-drink (Slim Fast) with Pie, blueberry, prepared from recipe and Cake, pudding-type, carrot, dry mix",874.0,19.0,130.7,32.7
"Chicken, ground, crumbles, cooked, pan-browned with Apple, candied and Fruit salad, excluding citrus fruits, with pudding",621.5,38.8,62.5,26.1
"Turnover or hot pocket, beef with Strudel, berry and Fruit salad, excluding citrus fruits, with pudding",923.0,21.0,113.7,43.2
"Frozen yogurt bar, chocolate with Pie, blueberry and Bean cake",1060.5,14.5,139.2,50.1
"Frozen yogurt bar, chocolate with Cookie, oatmeal, reduced sugar and Bean cake",1284.0,17.5,187.1,53.8
"Yogurt, Greek, plain, nonfat with Cookie, oatmeal, reduced sugar and Fruit salad, including citrus fruits, with marshmallows with Cookie, peanut butter sandwich",1080.7,25.8,137.1,49.8
"McDONALD'S, Fruit 'n Yogurt Parfait (without granola) with Puddings, rice, ready-to-eat and Carrots, raw",341.0,9.4,63.8,5.2
"Frozen yogurt, vanilla with Pie, apple, prepared from recipe and Cake, pudding-type, carrot, dry mix with Cookie, peanut butter sandwich",1074.7,14.5,177.1,37.1
"Turnover or hot pocket, beef with Cookie, oatmeal sandwich, with creme filling and Fruit salad, excluding citrus fruits, with pudding with Cookie, butterscotch, brownie",1144.2,22.0,147.9,51.7
"Yogurt, Greek, plain, nonfat with Cookie, oatmeal and Burrito bowl, with beans",895.5,32.8,125.8,31.1
"Egg custards, dry mix with Coffee cake, crumb or quick-bread type, cheese-filled and Gelatin salad with vegetables",1223.5,22.0,205.8,35.9
"Frozen yogurt, NFS with Pudding, rice and Cake, pudding-type, carrot, dry mix",767.5,14.4,139.2,18.4
"Egg custards, dry mix with Pie, apple and Fruit salad, including citrus fruits, with marshmallows",1303.0,16.3,197.5,51.6
"Turkey, ground, fat free, pan-broiled crumbles with Cobbler, berry and Fruit salad, including citrus fruits, with salad dressing or mayonnaise with Cookie, peanut butter, sugar free",891.5,55.0,74.9,42.3
"Frozen yogurt, chocolate with Cereals ready-to-eat, MALT-O-MEAL, Crispy Rice and Fruit salad, excluding citrus fruits, with marshmallows",966.5,15.4,179.5,26.6
"Frozen yogurt sandwich with Cake or cupcake, gingerbread and Carrot, dehydrated with Cookie, peanut butter",1132.0,20.7,207.9,28.2
"Turnover or hot pocket, beef with Strudel, apple and Cake, pudding-type, carrot, dry mix with Almond milk, chocolate",1192.5,23.7,172.8,46.5
"Turnover or hot pocket, beef with Apple, dried and Cake or cupcake, carrot",1088.0,19.4,187.4,33.4
"Frozen yogurt, NFS with Cobbler, berry and Bean cake",951.0,14.3,136.6,40.1
"Burrito bowl, chicken with Bread, pound cake type, pan de torta salvadoran and Cake, pudding-type, carrot, dry mix with Cookie, peanut butter sandwich",1313.2,48.6,166.4,51.2
"Frozen yogurt, NFS with Croissants, apple and Carrots, glazed, cooked with Cookie, butterscotch, brownie",729.2,17.2,115.0,23.7
"Frozen yogurt sandwich with Pie, blueberry, commercially prepared and Cake, pudding-type, carrot, dry mix",1069.0,13.7,183.1,34.2
"Turkey, ground, fat free, pan-broiled crumbles with Cake or cupcake, banana and Carrots, glazed, cooked",892.0,52.2,96.9,33.1
"Nutritional drink or shake, high protein, ready-to-drink, NFS with Cereal or Granola bar, NFS and Fruit salad, including citrus fruits, with marshmallows with Cookie, butterscotch, brownie",1102.8,27.6,124.4,56.3
"Egg custards, dry mix with Strudel, apple and Gelatin salad with vegetables with Cookie, peanut butter",1168.5,16.1,202.7,34.3
"Ramen bowl with chicken with Bananas, dehydrated, or banana powder and Fruit salad, excluding citrus fruits, with pudding",845.0,18.3,173.7,15.0
"Yogurt, Greek, plain, lowfat with Cookie, oatmeal, with raisins and Fruit salad, including citrus fruits, with marshmallows",1376.5,26.1,125.9,49.1
"Frozen yogurt, NFS with Cookie, shortbread and Carrot, dehydrated with Cookies, peanut butter sandwich, regular",1374.2,22.0,217.5,49.4
"Ramen bowl with beef with Frozen novelties, ice type, sugar free, orange, cherry, and grape POPSICLE pops and Cake, pudding-type, carrot, dry mix",749.5,15.3,110.0,17.6
"McDONALD'S, Fruit 'n Yogurt Parfait with Croissants, apple and Fruit salad, including citrus fruits, with salad dressing or mayonnaise with Cookie, peanut butter, sugar free",1358.0,18.6,107.3,39.9
"Fruit smoothie, with whole fruit and dairy, added protein with Cream of rice and Cake, pudding-type, carrot, dry mix",637.0,17.9,117.2,11.8
"Yogurt, Greek, plain, nonfat with Pie, blueberry, commercially prepared and Fruit salad, excluding citrus fruits, with salad dressing or mayonnaise with Cookie, peanut butter",757.5,21.3,80.1,39.8
"Nutritional drink or shake, high protein, light, ready-to-drink, NFS with Pie, apple, prepared from recipe and Carrot, dehydrated",945.5,19.8,161.2,28.3
"McDONALD'S, Fruit 'n Yogurt Parfait with Coffee cake, crumb or quick-bread type and Cake or cupcake, carrot",1626.5,16.3,159.8,47.1
"Yogurt parfait, lowfat, with fruit and granola with Rice cake and Burrito bowl, with beans with Cookies, peanut butter sandwich, regular",914.7,25.0,172.6,14.6
"Yogurt, Greek, with oats with Doughnuts, cake-type, plain, chocolate-coated or frosted and Fruit salad, excluding citrus fruits, with marshmallows",1152.5,23.0,124.5,62.8
"Ramen bowl with chicken with Cookie, oatmeal sandwich, with creme filling and Carrot, dehydrated",1127.0,22.6,186.1,34.7
"McDONALD'S, Fruit 'n Yogurt Parfait (without granola) with Cereals ready-to-eat, MALT-O-MEAL, Crispy Rice and Cake or cupcake, carrot",1028.0,15.3,208.0,20.9
"McDONALD'S, Fruit 'n Yogurt Parfait with Pie, apple, prepared from recipe and Cake or cupcake, carrot with Cake, pound, commercially prepared, other than all butter, enriched",1488.3,11.0,146.4,40.9
"Frozen yogurt bar, chocolate with Oat milk and Cake or cupcake, carrot",638.0,8.0,92.3,26.4
"Yogurt, Greek, plain, lowfat with Cookie, shortbread and Gelatin salad with vegetables with Cookie, butterscotch, brownie",1350.2,25.2,125.2,44.7
"Tofu yogurt with Cobbler, apple and Carrots, glazed, cooked with Chia seeds",1086.4,11.7,98.0,23.1
"Yogurt parfait, with fruit with Oat milk and Fruit salad, excluding citrus fruits, with marshmallows with Chia seeds",547.4,13.1,56.0,30.9
