description,calories,protein,carbs,fat
"Stew, beef, canned with Stuffed pepper, with rice and meat and Spinach souffle",740.2,33.6,42.6,48.1
"Chicken breast, baked, coated, skin / coating eaten with Flavored pasta and Tuna casserole with vegetables and mushroom sauce, no noodles with Burrito, cheese only",785.8,63.7,53.7,33.9
"Pork, fresh, loin, tenderloin, separable lean and fat, raw with Long rice noodles, made from mung beans, cooked and Salmon salad with Potato, roasted, from fresh, peel eaten, made with butter",631.2,42.9,49.4,27.7
"Pork, fresh, loin, tenderloin, separable lean and fat, raw with Stewed potatoes and Carrots, glazed, cooked with Beef, ground, 70% lean meat / 30% fat, patty, cooked, broiled",520.5,42.4,47.2,17.0
"Taco or tostada salad with chicken with Quinoa, cooked and Stuffed pepper, with meat with Chicken wing, grilled with sauce",843.5,40.4,68.0,45.4
"Beef shish kabob with vegetables, excluding potatoes with Pasta, cooked, enriched, with added salt and Fried cauliflower",771.8,39.7,94.3,26.0
"Stew, beef, canned with Shrimp shish kabob with vegetables, excluding potatoes and Tuna noodle casserole with vegetables and mushroom sauce with Beef, ground, 70% lean meat / 30% fat, patty, cooked, broiled",532.2,42.4,40.6,22.0
"Stuffed chicken, drumstick or breast, Puerto Rican style with Rice dressing and Pepper steak",745.7,59.5,50.3,33.7
"Pot pie, beef with Potato, mashed, NFS and Broccoli casserole with rice",835.9,25.6,93.0,40.5
"Fish, cod, steamed with Potato pancake and Fried broccoli with Fish, salmon, baked or broiled",874.7,49.3,70.6,43.1
"Tuna noodle casserole with cream or white sauce with Black beans and white rice and Brussels sprouts, NS as to form, cooked with Burrito, cheese only",814.6,39.4,98.3,30.8
"Stuffed chicken, drumstick or breast, Puerto Rican style with Dirty rice and Broccoli casserole with noodles with Macaroni or noodles with cheese and meat",889.4,70.4,74.7,33.4
"Macaroni or noodles, creamed, with cheese and tuna with Stuffed pepper, with rice and meat and Squash, winter, acorn, cooked, baked, without salt with Spinach, creamed",656.7,29.3,64.6,31.6
"Fish, trout, grilled with Tuna casserole with vegetables and mushroom sauce, no noodles and Peppers, sweet, green, sauteed with Stir fried beef and vegetables in soy sauce",798.3,68.1,24.7,48.1
"HORMEL ALWAYS TENDER, Pork Tenderloin, Teriyaki-Flavored with Tuna noodle casserole with vegetables and mushroom sauce and Stuffed jalapeno pepper",746.7,57.5,54.7,33.7
"Tuna noodle casserole with vegetables, cream or white sauce with Rolls, dinner, wheat and Tuna casserole with vegetables and mushroom sauce, no noodles with Tuna noodle casserole with vegetables, cream or white sauce",575.3,33.3,61.8,21.8
"Chicken breast, sauteed, skin eaten with Pasta with sauce, NFS and HORMEL ALWAYS TENDER, Pork Tenderloin, Peppercorn-Flavored",716.0,77.1,33.1,28.7
"Beef, steak, ribeye, NS as to fat eaten with Broccoli casserole with rice and Spinach souffle with Macaroni or noodles with cheese and meat",824.1,56.4,42.1,48.4
"Beef, ground, patty with Tuna noodle casserole with vegetables, cream or white sauce and Tuna casserole with vegetables and mushroom sauce, no noodles",888.6,71.5,39.1,48.5
"Duck, Peking with Potato pancake and Taco or tostada salad with chicken",867.3,29.9,72.9,51.1
"Fast Foods, crispy chicken filet sandwich, with lettuce and mayonnaise with Garlic bread, NFS and Squash, winter, acorn, cooked, baked, without salt with Cheese, cottage, with vegetables",850.2,30.5,99.8,37.6
"Stir fried beef and vegetables in soy sauce with Tuna noodle casserole with vegetables, cream or white sauce and Stuffed pepper, with rice and meat with Taco, flour tortilla, chicken, cheese",807.7,53.9,54.8,41.3
"HORMEL ALWAYS TENDER, Boneless Pork Loin, Fresh Pork with Dirty rice and Spinach souffle with Macaroni or noodles with cheese and tomato",679.1,52.5,51.3,28.7
"Fish, trout, grilled with Potato, baked, peel eaten and Beef and broccoli with Cheese, cottage, with fruit",754.8,61.7,58.2,29.7
"Macaroni or noodles, creamed, with cheese and tuna with Noodles, japanese, soba, cooked and Stuffed shells, with chicken, with tomato sauce with Squash, winter, butternut, cooked, baked, with salt",575.0,34.7,88.2,11.1
"Fish, bass, grilled with Garlic bread, NFS and Tuna noodle casserole with vegetables and mushroom sauce",630.5,52.2,46.2,25.3
"Chicken breast, grilled with sauce, skin eaten with Garlic bread, frozen and Tuna casserole with vegetables and mushroom sauce, no noodles",862.0,60.9,63.1,39.6
"Chicken curry with Long rice noodles, made from mung beans, cooked and Taco or tostada salad with chicken",623.2,24.2,78.2,24.5
"Chicken breast, baked, coated, skin / coating not eaten with Potato patty and Stuffed pepper, with meat",808.1,65.1,26.8,47.3
"Pork, tenderloin with Restaurant, Mexican, spanish rice and Brussels sprouts, NS as to form, cooked with Squash, winter, acorn, cooked, boiled, mashed, with salt",685.3,59.8,67.8,20.1
"Fish, salmon, canned with Potato pancake and Green bean casserole",702.7,53.1,51.5,32.0
"Fajita, beef or pork with Restaurant, Mexican, spanish rice and Broccoli casserole with rice with Stuffed shells, with chicken, with tomato sauce",897.3,32.7,115.5,34.2
"Pork, fresh, loin, tenderloin, separable lean and fat, raw with Pinto beans and white rice and Lasagna with meat and spinach",850.1,70.9,70.4,30.2
"Fish, bass, grilled with Potato pancake and Broccoli casserole with noodles with Tuna casserole with vegetables and mushroom sauce, no noodles",723.0,55.1,53.6,31.0
"Chicken drumstick, baked, coated, skin / coating eaten with Pinto beans and white rice and Mushrooms, white, stir-fried with Spaghetti sauce with poultry",665.5,49.2,60.1,25.6
"Pastrami, turkey with Lamb shish kabob with vegetables, excluding potatoes and Brussels sprouts, NS as to form, cooked with Spaghetti sauce with meat",579.0,48.5,27.3,31.1
"Beef, stew meat with Pasta, cooked, enriched, with added salt and Tuna noodle casserole with vegetables and mushroom sauce",876.5,64.6,84.8,30.4
"Shrimp shish kabob with vegetables, excluding potatoes with Black beans and white rice and Fast Foods, grilled chicken filet sandwich, with lettuce, tomato and spread with Cheese, cottage, NFS",677.8,50.4,79.5,17.0
"Restaurant, family style, sirloin steak with Bread stuffing and Tuna noodle casserole with vegetables and mushroom sauce",775.2,81.1,39.2,32.8
"Chicken, roasting, meat and skin, cooked, roasted with Dirty rice and Brussels sprouts, NS as to form, cooked with Clams, steamed or boiled",688.2,56.4,47.0,30.2
"Turkey, Ground, cooked with Quinoa, cooked and Cauliflower, raw",651.1,61.7,50.7,23.3
"Chicken or turkey shish kabob with vegetables, excluding potatoes with Beans and brown rice and Stuffed pepper, with rice, meatless with Stuffed shells, with chicken, with tomato sauce",782.2,47.0,81.2,30.6
"Macaroni or noodles, creamed, with cheese and tuna with Fast foods, potato, mashed and Stuffed jalapeno pepper with Tuna noodle casserole with vegetables and mushroom sauce",775.3,32.3,82.1,35.8
"Lamb, chop with Tuna casserole with vegetables and mushroom sauce, no noodles and Spinach and cheese casserole",843.1,74.5,28.3,47.2
"TACO BELL, Soft Taco with steak with Garlic bread, from frozen and Kale, NS as to form, cooked with Spaghetti sauce with poultry",785.1,35.1,68.2,41.3
"Chicken wing, baked, coated with Long rice noodles, made from mung beans, cooked and Green bean casserole with Fish, trout, baked or broiled",710.8,44.2,53.0,34.1
"Fish, trout, fried with Garlic bread, with melted cheese, from frozen and Spinach, creamed with Spinach, creamed",820.7,37.9,54.9,49.0
"Chicken breast, sauteed, skin eaten with Rolls, dinner, oat bran and Green bean casserole",637.2,60.8,34.6,27.0
"Beef and broccoli with Spanish rice, NS as to fat and Beef and broccoli",725.4,38.2,54.3,38.3
"Shrimp cocktail with Quinoa, fat added and Fried green beans with Chicken wing, grilled with sauce",714.1,37.1,73.1,29.8
"Stir fried beef and vegetables in soy sauce with Broccoli casserole with rice and Stuffed pepper, with rice, meatless with Chicken wing, grilled with sauce",733.6,37.6,58.7,39.0
"Pork, tenderloin with Stewed potatoes and Pepper steak with Fish, trout, baked or broiled",677.3,71.9,36.1,26.4
"Fish shish kabob with vegetables, excluding potatoes with Beans and white rice and Peppers, sweet, green, sauteed",576.1,29.3,59.1,26.3
"Chicken, chicken roll, roasted with Restaurant, Mexican, spanish rice and Spinach and cheese casserole with Spaghetti sauce with meat",753.3,53.3,69.2,30.3
"Stew, beef with Garlic bread, with melted cheese, from frozen and Fried green beans with Squash, winter, acorn, cooked, boiled, mashed, with salt",709.1,26.0,67.0,37.3
"Chicken or turkey with stuffing with Potato pancake and Cauliflower, raw with Beef and noodles, no sauce",724.8,42.2,70.5,31.5
"Chicken breast, rotisserie, skin not eaten with Pasta, vegetable, cooked and Broccoli casserole with rice with Macaroni or noodles with cheese and egg",665.8,66.6,67.2,14.4
"Chicken curry with rice with Noodle pudding and Green bean casserole with Beef, ground, 70% lean meat / 30% fat, patty, cooked, broiled",767.7,28.5,101.1,28.9
"Pork, fresh, loin, tenderloin, separable lean and fat, raw with Potato, baked, peel eaten and Spinach and cheese casserole with Macaroni or noodles with cheese and meat",560.2,44.6,58.6,16.7
"Fish sandwich, grilled with CARRABBA'S ITALIAN GRILL, chicken parmesan without cavatappi pasta and Spinach and cheese casserole with Beef, ground, 70% lean meat / 30% fat, patty, cooked, broiled",773.1,65.1,54.6,33.1
